Name,Entry date,Dataset version,Author/Contact person,Short description,Partner,Model type/method,Model,Model version,Documentation,Sector,Keywords,SSP,RCP,GCM,Variables and units,Time start,Time end,Time resolution,Spatial coverage,Spatial resolution unit Europe,Spatial resolution Rest of World,Spatial projection,Data type,File format,Recommended citation,Other comments
"Climate change impacts on energy demand by energy carrier (electricity, natural gas, and petroleum) and sector (agriculture, industry, residential, and commercial)",,,Shouro Dasgupta,Climate change impacts on energy demand,CMCC,Econometrics,,,,Energy demand,"climate change, energy demand, energy carrier, sectoral, socio-economic, econometrics",SSP2,"RCP2.6, RCP4.5, RCP6.0, RCP8.5","KNMI RACMO22E, IPSL-CM5A-MR, MPI-ESM-LR, CNRM-CM5",Change in energy demand (%),2030-01-01,2070-01-01,Twenty year time-period,Global,NUTS2 2013,a,0.5°×0.5°,Table/raster/vector,CSV,"Schleypen, J.R., Dasgupta, S., Borsky, S., Jury, M., Š?asný, M., Bezhanishvili, L. (2019). D2.4
Impacts on Industry, Energy, Services, and Trade. Deliverable of the H2020 COACCH project.",
